IMG,TITLE,PRICE
"https://pk.khaadi.com/media/catalog/product/e/e/eete21106_beige_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Kurta,"PKR 2,990"
"https://pk.khaadi.com/media/catalog/product/e/e/eetp21101_off-white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 1,890"
"https://pk.khaadi.com/media/catalog/product/e/e/eetpe21210_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 2,490"
"https://pk.khaadi.com/media/catalog/product/e/s/estp21201_white_1_6.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 2,590"
"https://pk.khaadi.com/media/catalog/product/w/s/wscjap21303_black_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Belted Long Dress,"PKR 3,090"
"https://pk.khaadi.com/media/catalog/product/w/d/wde21404_black_1_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered A Line Maxi Dress,"PKR 3,990"
"https://pk.khaadi.com/media/catalog/product/e/e/ee3pp21101s_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Dupatta,PKR 990
"https://pk.khaadi.com/media/catalog/product/e/s/eskde21215s_white_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Embroidered Dupatta,"PKR 2,590"
"https://pk.khaadi.com/media/catalog/product/c/t/ctp20208_white_1_7.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 2,090"
"https://pk.khaadi.com/media/catalog/product/e/e/eete21105_white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Kurta,"PKR 3,790"
"https://pk.khaadi.com/media/catalog/product/e/s/este21104_blue_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Kurta,"PKR 3,690"
"https://pk.khaadi.com/media/catalog/product/e/t/ete20323_white_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Kurta,"PKR 1,910"
"https://pk.khaadi.com/media/catalog/product/e/t/etp20312_red_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 2,690"
"https://pk.khaadi.com/media/catalog/product/w/o/wowe21401_black_1_5.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Straight Blazer,"PKR 4,690"
"https://pk.khaadi.com/media/catalog/product/w/c/wcp21502_red_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kimono,"PKR 2,990"
