COLOR,DESIGN,FABRIC,IMG,PRICE,PRODUCT_TYPE,SKU,TECHNIQUE,TITLE
Beige,Shirt Length: 3.1 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a21337_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A21337,Technique: Printed,Unstitched Printed 3 Piece217
Off-White,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b2103006_off-white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,290",Product Type: Kameez Pants Dupatta,B2103006,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece218
White,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b21258_white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,090",Product Type: Kameez Pants Dupatta,B21258,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece219
Mustard,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/i/2/i210203_orange_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,790",Product Type: Kameez Pants,I210203,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece220
Pink,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j2104007_purple_1_3.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,690",Product Type: Kameez Pants,J2104007,Technique: Printed,Unstitched Printed 2 Piece221
Green,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21305_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J21305,Technique: Printed,Unstitched Printed 2 Piece222
Blue,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l2103033_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Dupatta,L2103033,Technique: Printed,Unstitched Printed 2 Piece223
Black,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l2104015_black_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Dupatta,L2104015,Technique: Printed,Unstitched Printed 2 Piece224
Olive,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/i/2/i210201_green_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,390",Product Type: Kameez Pants,I210201,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece225
Multi,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21240_yellow_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,690",Product Type: Kameez Pants,J21240,Technique: Printed,Unstitched Printed 2 Piece226
Green,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21244_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J21244,Technique: Printed,Unstitched Printed 2 Piece227
Turquoise,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l21309_green_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Dupatta,L21309,Technique: Printed,Unstitched Printed 2 Piece228
Olive,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m2103039_brown_1_3.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,390",Product Type: Kameez Dupatta,M2103039,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece229
Maroon,Design: Traditional,Fabric: Mesuri,"https://pk.khaadi.com/media/catalog/product/i/m/im21206_red_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,790",Product Type: Kameez Pants,IM21206,Technique: Solid Embroidered,Unstitched Embroidered 2 Piece230
Teal,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j2104001_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Pants,J2104001,Technique: Printed,Unstitched Printed 2 Piece231
Off-White,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21240_beige_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,690",Product Type: Kameez Pants,J21240,Technique: Printed,Unstitched Printed 2 Piece232
Yellow,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m2103036_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=110&width=73&canvas=73:110","PKR 2,490",Product Type: Kameez Dupatta,M2103036,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece233
Orange,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104048_orange_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,290",Product Type: Kameez Pants Dupatta,A2104048,Technique: Printed,Unstitched Printed 3 Piece234
White,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210702_white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,790",Product Type: Kameez Pants Dupatta,A210702,Technique: Printed,Unstitched Printed 3 Piece235
Yellow,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b21258_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,090",Product Type: Kameez Pants Dupatta,B21258,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece236
Yellow,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21322_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,990",Product Type: Kameez Pants,J21322,Technique: Printed,Unstitched Printed 2 Piece237
Black,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l2104011_black_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Dupatta,L2104011,Technique: Printed,Unstitched Printed 2 Piece238
Red,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l2104016_red_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Dupatta,L2104016,Technique: Printed,Unstitched Printed 2 Piece239
Lime Green,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l2104024_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Dupatta,L2104024,Technique: Printed,Unstitched Printed 2 Piece240
Blue,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l21313_purple_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Dupatta,L21313,Technique: Printed,Unstitched Printed 2 Piece241
Grey,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2103012_grey_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Kameez Pants Dupatta,A2103012,Technique: Printed,Unstitched Printed 3 Piece242
Blue,"Shirt Length: 1.3 meters - 84""",Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210525_purple_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,790",Product Type: Kameez Pants Dupatta,A210525,Technique: Printed,Unstitched Printed 3 Piece243
Beige,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210701_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,790",Product Type: Kameez Pants Dupatta,A210701,Technique: Printed,Unstitched Printed 3 Piece244
Blue,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j2104001_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Pants,J2104001,Technique: Printed,Unstitched Printed 2 Piece245
Yellow,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21303_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Pants,J21303,Technique: Printed,Unstitched Printed 2 Piece246
Yellow,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21318_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Pants,J21318,Technique: Printed,Unstitched Printed 2 Piece247
Grey,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m210201_grey_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Dupatta,M210201,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece248
Green,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m21213_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,890",Product Type: Kameez Dupatta,M21213,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece249
Yellow,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104037_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Kameez Pants Dupatta,A2104037,Technique: Printed,Unstitched Printed 3 Piece250
Yellow,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210509_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210509,Technique: Printed,Unstitched Printed 3 Piece251
Pink,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a21321_pink_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,290",Product Type: Kameez Pants Dupatta,A21321,Technique: Printed,Unstitched Printed 3 Piece252
Purple,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b210213_purple_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,390",Product Type: Kameez Pants Dupatta,B210213,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece253
Beige,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b210215_beige_1_12.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,990",Product Type: Kameez Pants Dupatta,B210215,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece254
Multi,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b210217_blue_1_12.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,790",Product Type: Kameez Pants Dupatta,B210217,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece255
Blue,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b21260_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,990",Product Type: Kameez Pants Dupatta,B21260,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece256
Aqua,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/i/2/i210205_white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,090",Product Type: Kameez Pants,I210205,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece257
White,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21232_white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Pants,J21232,Technique: Printed,Unstitched Printed 2 Piece258
Black,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21234_black_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Pants,J21234,Technique: Printed,Unstitched Printed 2 Piece259
Aqua,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21237_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J21237,Technique: Printed,Unstitched Printed 2 Piece260
Brown,Shirt Length: 3.1 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21314_black_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Pants,J21314,Technique: Printed,Unstitched Printed 2 Piece261
Coral,Shirt Length: 3 meters,Fabric: Cambric,"https://pk.khaadi.com/media/catalog/product/j/2/j21315_pink_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,990",Product Type: Kameez Pants,J21315,Technique: Printed,Unstitched Printed 2 Piece262
Purple,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21323_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Pants,J21323,Technique: Printed,Unstitched Printed 2 Piece263
Yellow,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l21304_yellow_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,690",Product Type: Kameez Dupatta,L21304,Technique: Printed,Unstitched Printed 2 Piece264
Multi,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l21313_pink_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Dupatta,L21313,Technique: Printed,Unstitched Printed 2 Piece265
White,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2103020_purple_1_12.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,290",Product Type: Kameez Pants Dupatta,A2103020,Technique: Printed,Unstitched Printed 3 Piece266
Orange,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210541_orange_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210541,Technique: Printed,Unstitched Printed 3 Piece267
Aqua,Style: Balloon Sleeves,Fabric: Cambric,"https://pk.khaadi.com/media/catalog/product/b/2/b210221_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,190",Product Type: Blouse,B210221,Technique: Solid Embroidered,Embroidered Balloon Sleeves Blouse268
Aqua,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b21259_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,190",Product Type: Kameez Pants Dupatta,B21259,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece269
Purple,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b21260_grey_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,990",Product Type: Kameez Pants Dupatta,B21260,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece270
Purple,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21305_purple_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J21305,Technique: Printed,Unstitched Printed 2 Piece271
Brown,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21310_brown_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J21310,Technique: Printed,Unstitched Printed 2 Piece272
Green,Shirt Length: 3 meters,Fabric: Cambric,"https://pk.khaadi.com/media/catalog/product/j/2/j21315_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,990",Product Type: Kameez Pants,J21315,Technique: Printed,Unstitched Printed 2 Piece273
Beige,Fabric: Lawn,Technique: Printed,"https://pk.khaadi.com/media/catalog/product/l/2/l21109_yellow_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,590",Description: A sunny yellow 2 piece unstitched lawn outfit with stylized prints.,L21109,Product Type: Kameez Dupatta,Unstitched Printed 2 Piece274
Multi,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104026_black_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Kameez Pants Dupatta,A2104026,Technique: Printed,Unstitched Printed 3 Piece275
Multi,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104039_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Kameez Pants Dupatta,A2104039,Technique: Printed,Unstitched Printed 3 Piece276
Sky Blue,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104049_pink_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,290",Product Type: Kameez Pants Dupatta,A2104049,Technique: Printed,Unstitched Printed 3 Piece277
Turquoise,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a21261_green_1_12.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Kameez Pants Dupatta,A21261,Technique: Printed,Unstitched Printed 3 Piece278
White,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/i/2/i21215_white_1_12.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,690",Product Type: Kameez Pants,I21215,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece279
Brown,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21222_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,590",Product Type: Kameez Pants,J21222,Technique: Printed,Unstitched Printed 2 Piece280
Off-White,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21228_blue_1_5.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J21228,Technique: Printed,Unstitched Printed 2 Piece281
Black,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21241_black_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J21241,Technique: Printed,Unstitched Printed 2 Piece282
Beige,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21324_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,990",Product Type: Kameez Pants,J21324,Technique: Printed,Unstitched Printed 2 Piece283
White,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l2104017_white_1_3.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Dupatta,L2104017,Technique: Printed,Unstitched Printed 2 Piece284
Olive,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m210207_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,390",Product Type: Kameez Dupatta,M210207,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece285
Green,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m2103038_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,390",Product Type: Kameez Dupatta,M2103038,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece286
Turquoise,Style: Shirt Dress,Fabric: Viscose Oak Silk,"https://pk.khaadi.com/media/catalog/product/a/2/a2104033_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Maxi Dress,A2104033,Technique: Solid Embroidered,Solid Embroidered Shirt Dress287
Brown,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104034_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Kameez Pants Dupatta,A2104034,Technique: Printed,Unstitched Printed 3 Piece288
Pink,Shirt Length: 3.25 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210507_orange_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210507,Technique: Printed,Unstitched Printed 3 Piece289
Orange,"Shirt Length: 1.3 meters - 84""",Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210527_pink_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,790",Product Type: Kameez Pants Dupatta,A210527,Technique: Printed,Unstitched Printed 3 Piece290
Navy,Fabric: Lawn,Technique: Printed,"https://pk.khaadi.com/media/catalog/product/a/2/a21248_blue_1_5.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Description: Bold blue 3-piece unstitched lawn outfit with stylized prints.,A21248,Product Type: Kameez Pants Dupatta,Unstitched Printed 3 Piece291
Black,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b2103005_black_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,090",Product Type: Kameez Pants Dupatta,B2103005,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece292
White,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/i/2/i210202_white_1_6.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,190",Product Type: Kameez Pants,I210202,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece293
Green,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j210702_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Pants,J210702,Technique: Printed,Unstitched Printed 2 Piece294
White,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21216_white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J21216,Technique: Printed,Unstitched Printed 2 Piece295
Coral,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21244_pink_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J21244,Technique: Printed,Unstitched Printed 2 Piece296
Pink,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21303_off-white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Pants,J21303,Technique: Printed,Unstitched Printed 2 Piece297
Navy,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l2104015_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Dupatta,L2104015,Technique: Printed,Unstitched Printed 2 Piece298
Sky Blue,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l21301_blue_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Dupatta,L21301,Technique: Printed,Unstitched Printed 2 Piece299
Cream,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/b/mb21123_pink_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,290",Product Type: Kameez Dupatta,MB21123,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece300
White,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104036_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Kameez Pants Dupatta,A2104036,Technique: Printed,Unstitched Printed 3 Piece301
Sky Blue,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210541_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210541,Technique: Printed,Unstitched Printed 3 Piece302
