COLOR,DESIGN,FABRIC,IMG,PRICE,PRODUCT_TYPE,SKU,TECHNIQUE,TITLE
Lilac,Shirt Length: 3.25 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b21307_grey_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,390",Product Type: Kameez Pants Dupatta,B21307,Technique: Printed Embroidered,Printed Embroidered Kameez Pants Dupatta131
Pink,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b21314_purple_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,090",Product Type: Kameez Pants Dupatta,B21314,Technique: Printed Embroidered,Printed Embroidered Kameez Pants Dupatta132
Orange,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b21314_red_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,090",Product Type: Kameez Pants Dupatta,B21314,Technique: Printed Embroidered,Printed Embroidered Kameez Pants Dupatta133
Multi,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b21323_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,290",Product Type: Kameez Pants Dupatta,B21323,Technique: Printed Embroidered,Printed Embroidered Kameez Pants Dupatta134
Purple,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b21323_purple_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,290",Product Type: Kameez Pants Dupatta,B21323,Technique: Printed Embroidered,Printed Embroidered Kameez Pants Dupatta135
Orange,Design: Traditional,Fabric: Mesuri,"https://pk.khaadi.com/media/catalog/product/h/2/h21203_orange_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 6,490",Product Type: Kameez Pants Dupatta,H21203,Technique: Yarn Dyed Embroidered,Printed Embroidered Kameez Pants Dupatta136
Aqua,Shirt Length: 3.1 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/i/2/i21309_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,290",Product Type: Kameez Pants,I21309,Technique: Printed Embroidered,Printed Embroidered Kameez Pants137
Pink,Shirt Length: 3.1 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/i/2/i21309_pink_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,290",Product Type: Kameez Pants,I21309,Technique: Printed Embroidered,Printed Embroidered Kameez Pants138
Maroon,Shirt Length: 3.5 meters,Fabric: Slub Lawn,"https://pk.khaadi.com/media/catalog/product/i/s/is21301_red_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants,IS21301,Technique: Dyed Embroidered,Embroidered Kameez Pants139
Grey,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l21351_grey_1_5.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,190",Product Type: Kameez Dupatta,L21351,Technique: Printed,Printed Kameez Dupatta140
Aqua,Shirt Length: 3.25 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m21302_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Kameez Dupatta,M21302,Technique: Printed Embroidered,Printed Embroidered Kameez Dupatta141
Lilac,Shirt Length: 3.25 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m21302_purple_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Kameez Dupatta,M21302,Technique: Printed Embroidered,Printed Embroidered Kameez Dupatta142
Blue,Shirt Length: 3.5 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m21304_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,690",Product Type: Kameez Dupatta,M21304,Technique: Printed Embroidered,Printed Embroidered Kameez Dupatta143
Orange,Shirt Length: 3.5 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m21304_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,690",Product Type: Kameez Dupatta,M21304,Technique: Printed Embroidered,Printed Embroidered Kameez Dupatta144
Beige,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m21306_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,290",Product Type: Kameez Dupatta,M21306,Technique: Printed Embroidered,Printed Embroidered Kameez Dupatta145
Yellow,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m21306_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,290",Product Type: Kameez Dupatta,M21306,Technique: Printed Embroidered,Printed Embroidered Kameez Dupatta146
Pink,Shirt Length: 3.25 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m21309_pink_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,990",Product Type: Kameez Dupatta,M21309,Technique: Printed Embroidered,Printed Embroidered Kameez Dupatta147
Black,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l2104010_black_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Dupatta,L2104010,Technique: Printed,Unstitched Printed 2 Piece148
Brown,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210546_orange_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210546,Technique: Printed,Unstitched Printed 3 Piece149
Lilac,Shirt Length: 3.25 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210548_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210548,Technique: Printed,Unstitched Printed 3 Piece150
Red,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21325_red_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,990",Product Type: Kameez Pants,J21325,Technique: Printed,Unstitched Printed 2 Piece151
Off-White,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104029_purple_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,390",Product Type: Kameez Pants Dupatta,A2104029,Technique: Printed,Unstitched Printed 3 Piece152
Red,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l2104022_red_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Dupatta,L2104022,Technique: Printed,Unstitched Printed 2 Piece153
Black,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21322_black_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,990",Product Type: Kameez Pants,J21322,Technique: Printed,Unstitched Printed 2 Piece154
Turquoise,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210543_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210543,Technique: Printed,Unstitched Printed 3 Piece155
Pink,Shirt Length: 3.25 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a21334_pink_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,790",Product Type: Kameez Pants Dupatta,A21334,Technique: Printed,Unstitched Printed 3 Piece156
Yellow,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a21339_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A21339,Technique: Printed,Unstitched Printed 3 Piece157
Beige,Shirt Length: 3.25 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210548_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210548,Technique: Printed,Unstitched Printed 3 Piece158
Yellow,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l2104024_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Dupatta,L2104024,Technique: Printed,Unstitched Printed 2 Piece159
Black,Shirt Length: 3.25 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210549_black_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210549,Technique: Printed,Unstitched Printed 3 Piece160
Multi,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104044_pink_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=110&width=73&canvas=73:110","PKR 2,290",Product Type: Kameez Pants Dupatta,A2104044,Technique: Printed,Unstitched Printed 3 Piece161
Black,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b2103011_black_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,990",Product Type: Kameez Pants Dupatta,B2103011,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece162
Maroon,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210534_red_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210534,Technique: Printed,Unstitched Printed 3 Piece163
Blue,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a21339_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A21339,Technique: Printed,Unstitched Printed 3 Piece164
Sky Blue,Shirt Length: 3.25 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a21334_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,790",Product Type: Kameez Pants Dupatta,A21334,Technique: Printed,Unstitched Printed 3 Piece165
Teal,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j210703_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Pants,J210703,Technique: Printed,Unstitched Printed 2 Piece166
Brown,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210531_orange_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210531,Technique: Printed,Unstitched Printed 3 Piece167
Multi,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l2104014_blue_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Dupatta,L2104014,Technique: Printed,Unstitched Printed 2 Piece168
Blue,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b210220_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,790",Product Type: Kameez Pants Dupatta,B210220,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece169
Blue,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210546_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210546,Technique: Printed,Unstitched Printed 3 Piece170
Purple,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21302_purple_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J21302,Technique: Printed,Unstitched Printed 2 Piece171
Yellow,"Shirt Length: 1.3 meters - 84""",Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210524_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,790",Product Type: Kameez Pants Dupatta,A210524,Technique: Printed,Unstitched Printed 3 Piece172
Beige,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210537_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210537,Technique: Printed,Unstitched Printed 3 Piece173
Orange,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a21335_orange_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,790",Product Type: Kameez Pants Dupatta,A21335,Technique: Printed,Unstitched Printed 3 Piece174
Brown,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210534_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210534,Technique: Printed,Unstitched Printed 3 Piece175
Yellow,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l2104022_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Dupatta,L2104022,Technique: Printed,Unstitched Printed 2 Piece176
Turquoise,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j2104006_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J2104006,Technique: Printed,Unstitched Printed 2 Piece177
Green,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210535_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210535,Technique: Printed,Unstitched Printed 3 Piece178
Lilac,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j2104002_purple_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J2104002,Technique: Printed,Unstitched Printed 2 Piece179
Off-White,Shirt Length: 3.1 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j2104008_off-white_1_3.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,690",Product Type: Kameez Pants,J2104008,Technique: Printed,Unstitched Printed 2 Piece180
Turquoise,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a21236_blue_1_6.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,390",Product Type: Kameez Pants Dupatta,A21236,Technique: Printed,Unstitched Printed 3 Piece181
Maroon,Shirt Length: 3.25 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l21312_red_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Dupatta,L21312,Technique: Printed,Unstitched Printed 2 Piece182
Teal,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m2103036_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Kameez Dupatta,M2103036,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece183
Teal,Style: Basic,Fabric: Cambric,"https://pk.khaadi.com/media/catalog/product/b/2/b210223_green_1_5.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,990",Product Type: Tunic,B210223,Technique: Solid Embroidered,Solid Embroidered Basic Tunic184
Navy,Shirt Length: 3.25 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210547_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210547,Technique: Printed,Unstitched Printed 3 Piece185
Coral,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21301_pink_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J21301,Technique: Printed,Unstitched Printed 2 Piece186
Navy,Shirt Length: 3.1 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21314_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Pants,J21314,Technique: Printed,Unstitched Printed 2 Piece187
Navy,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b2103005_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,090",Product Type: Kameez Pants Dupatta,B2103005,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece189
Lilac,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104047_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,290",Product Type: Kameez Pants Dupatta,A2104047,Technique: Printed,Unstitched Printed 3 Piece190
Blue,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b2103001_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=110&width=73&canvas=73:110","PKR 2,890",Product Type: Kameez Pants Dupatta,B2103001,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece191
Red,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21232_red_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Pants,J21232,Technique: Printed,Unstitched Printed 2 Piece192
Aqua,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21301_black_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=110&width=73&canvas=73:110","PKR 1,790",Product Type: Kameez Pants,J21301,Technique: Printed,Unstitched Printed 2 Piece193
Multi,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21309_pink_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J21309,Technique: Printed,Unstitched Printed 2 Piece194
Navy,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l2104018_blue_1_3.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Dupatta,L2104018,Technique: Printed,Unstitched Printed 2 Piece195
Beige,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m210207_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,390",Product Type: Kameez Dupatta,M210207,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece196
Off-White,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b2103004_off-white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,790",Product Type: Kameez Pants Dupatta,B2103004,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece197
Red,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m21293_red_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,190",Product Type: Kameez Dupatta,M21293,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece198
Beige,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104045_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,290",Product Type: Kameez Pants Dupatta,A2104045,Technique: Printed,Unstitched Printed 3 Piece199
Off-White,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104049_off-white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,290",Product Type: Kameez Pants Dupatta,A2104049,Technique: Printed,Unstitched Printed 3 Piece200
Beige,"Shirt Length: 1.3 meters - 84""",Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210527_purple_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,790",Product Type: Kameez Pants Dupatta,A210527,Technique: Printed,Unstitched Printed 3 Piece201
Off-White,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/i/2/i210202_beige_1_5.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,190",Product Type: Kameez Pants,I210202,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece202
Green,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l2104014_green_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Dupatta,L2104014,Technique: Printed,Unstitched Printed 2 Piece203
Blue,Shirt Length: 3.25 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210549_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210549,Technique: Printed,Unstitched Printed 3 Piece204
Aqua,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b2103006_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,290",Product Type: Kameez Pants Dupatta,B2103006,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece205
Multi,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/i/2/i210204_black_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Pants,I210204,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece206
Green,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21326_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Pants,J21326,Technique: Printed,Unstitched Printed 2 Piece207
Off-White,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104044_off-white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,290",Product Type: Kameez Pants Dupatta,A2104044,Technique: Printed,Unstitched Printed 3 Piece208
Green,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b21259_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,190",Product Type: Kameez Pants Dupatta,B21259,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece209
Brown,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l21308_yellow_1_3.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Dupatta,L21308,Technique: Printed,Unstitched Printed 2 Piece210
Teal,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210703_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,790",Product Type: Kameez Pants Dupatta,A210703,Technique: Printed,Unstitched Printed 3 Piece211
Brown,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j2104002_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J2104002,Technique: Printed,Unstitched Printed 2 Piece212
Multi,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21321_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,990",Product Type: Kameez Pants,J21321,Technique: Printed,Unstitched Printed 2 Piece213
Beige,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104032_beige_1_3.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Kameez Pants Dupatta,A2104032,Technique: Printed,Unstitched Printed 3 Piece214
Orange,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210508_orange_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210508,Technique: Printed,Unstitched Printed 3 Piece215
Purple,Shirt Length: 3.25 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210547_purple_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210547,Technique: Printed,Unstitched Printed 3 Piece216
